AAPL,AAPL,AAPL,AAPL,AAPL,BRK.B,BRK.B,BRK.B,BRK.B,BRK.B,MSFT,MSFT,MSFT,MSFT,MSFT
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
263.68,265.78,263.01,265.75,23136341.0,220.18,220.43,218.74,219.7,2812369.0,148.93,149.99,148.27,149.95,19846888.0
265.8,267.43,264.23,267.12,18045658.0,219.95,220.05,218.388,219.31,2374515.0,150.07,150.55,148.98,150.34,18280590.0
267.9,268.0,265.3926,266.29,14685205.0,219.93,220.0,218.7827,218.92,1877723.0,150.88,151.33,150.195,150.39,18879614.0
265.54,266.083,260.4,263.22,22181038.0,218.21,218.37,216.01,217.45,3420748.0,150.07,150.84,148.46,149.62,21902456.0
263.71,264.005,261.18,262.01,25411879.0,217.3,217.705,216.3,216.67,2186884.0,149.4,149.8,148.501,149.49,14384044.0
262.59,263.18,260.84,261.84,14021695.0,216.96,217.99,216.8,217.87,1930097.0,150.07,150.3,148.82,149.63,12377419.0
262.71,266.44,262.52,266.42,15137109.0,218.74,219.39,218.26,219.035,2467919.0,150.0,151.35,149.92,151.2247,14939388.0
266.94,267.16,262.5,264.1,14750632.0,219.11,219.2,217.72,218.87,2225705.0,151.36,152.42,151.32,152.0,13923585.0
265.58,267.98,265.31,267.8999,14331120.0,219.25,220.56,218.48,220.54,2952813.0,152.33,152.5,151.52,152.34,12201412.0
266.6,268.0,265.9,267.18,9036105.0,220.5,220.58,219.825,220.45,1696178.0,152.1,152.3,151.28,151.38,8401568.0
267.32,268.25,263.45,264.09,19070546.0,220.7984,221.38,220.1101,220.41,2701659.0,151.81,151.83,148.32,149.55,21363735.0
258.31,259.53,256.29,259.52,25772086.0,218.82,218.9,216.3952,218.11,3434472.0,147.5,149.43,146.65,149.32,20179656.0
261.07,263.31,260.68,261.74,14623003.0,217.95,218.8828,217.54,218.4,2013554.0,150.14,150.1799,149.2,149.83,15235784.0
263.79,265.89,262.73,265.58,15381351.0,218.99,219.75,218.05,219.69,1783034.0,150.05,150.32,149.48,149.92,12243910.0
267.48,271.0,267.3,270.7,23057888.0,221.64,223.0,221.33,222.6,2519773.0,150.99,151.87,150.27,151.75,13020323.0
270.0,270.8,264.91,266.92,27858494.0,222.71,223.3,221.19,221.37,1905827.0,151.07,152.21,150.91,151.36,11759878.0
268.6,270.07,265.86,268.62,20404044.0,222.07,222.07,220.21,221.26,1914527.0,151.26,151.89,150.765,151.17,13714977.0
268.81,271.1,268.5,270.74,17110774.0,221.21,222.65,221.01,222.56,2199155.0,151.54,151.87,150.33,151.69,15282616.0
267.79,272.5599,267.321,271.46,30907462.0,222.88,226.52,222.53,225.87,4084276.0,151.65,153.44,151.02,153.23,20551376.0
271.46,275.3,270.93,275.26,29835265.0,225.92,226.5,223.96,225.36,2420596.0,153.0035,154.89,152.83,154.54,20029179.0
276.99,280.79,276.98,279.86,26824132.0,226.77,227.81,226.29,226.85,2688854.0,155.28,155.9,154.82,155.54,17940213.0
279.57,281.77,278.8,280.42,24453671.0,227.27,228.23,226.55,227.01,2604544.0,155.45,155.71,154.45,154.79,17861887.0
279.8,281.9,279.12,279.71,23226186.0,227.06,227.2,224.89,225.15,2803582.0,154.24,155.48,154.18,154.37,14573536.0
279.61,281.18,278.95,280.03,17642770.0,224.66,225.66,224.16,225.11,2524447.0,154.01,155.77,153.75,155.71,17948908.0
282.23,282.65,278.56,279.28,34326205.0,226.24,227.8,225.56,226.26,4911385.0,157.35,158.49,156.29,157.39,38348544.0
280.53,284.25,280.3735,283.97,18737610.0,226.61,226.67,224.93,225.47,2014105.0,158.12,158.12,157.27,157.41,12502738.0
284.69,284.89,282.9197,284.2762,9678447.0,225.24,225.65,224.88,225.49,832097.0,157.43,157.71,157.115,157.39,5197207.0
284.78,289.98,284.7,289.91,20772521.0,225.92,226.51,225.64,226.51,1363264.0,157.56,158.73,157.4,158.67,8748285.0
291.12,293.97,288.12,289.83,32927275.0,226.86,226.97,225.57,226.14,1592917.0,159.45,159.55,158.22,158.95,12779354.0
289.46,292.69,285.22,291.647,33920736.0,226.14,226.6,224.67,225.84,2294854.0,158.9865,159.02,156.73,157.68,13421755.0
289.93,293.68,289.52,293.37,21437960.0,226.16,226.72,225.14,226.43,2002580.0,156.77,157.77,156.45,157.49,12292639.0
296.24,300.6,295.19,300.58,30589026.0,227.51,228.37,226.71,228.33,2983215.0,158.74,160.73,158.33,160.73,18902080.0
297.15,300.58,296.5,297.38,31609363.0,225.69,227.43,225.48,226.18,2288897.0,158.32,159.945,158.06,158.59,17126482.0
293.79,299.96,292.75,299.78,27487207.0,224.99,227.13,224.7,227.06,2636076.0,157.08,159.1,156.51,159.02,15146928.0
299.84,300.9,297.48,298.27,24353387.0,227.26,227.26,225.44,225.84,2663248.0,159.32,159.67,157.32,157.6,18085496.0
297.16,304.4399,297.156,303.15,28984028.0,226.03,227.84,225.87,225.9,2905121.0,158.93,160.8,157.9491,160.14,21760309.0
307.25,310.43,306.2,309.71,38540792.0,226.92,228.85,226.92,228.66,2416514.0,161.835,162.215,161.03,162.09,16590945.0
310.6,312.67,308.25,310.37,32304453.0,228.5,228.5308,226.59,226.63,1802671.0,162.8235,163.22,161.18,161.32,17229379.0
311.66,317.07,311.15,316.97,27840727.0,227.05,228.47,226.1251,228.44,2274148.0,161.9746,163.31,161.26,163.28,14275227.0
316.7,317.57,312.17,312.69,37279469.0,227.85,228.3899,226.93,227.11,2215235.0,163.39,163.6,161.72,162.15,18083058.0
311.85,315.5,309.55,311.5,27936506.0,226.8,228.64,226.8,228.33,1699258.0,162.62,163.94,162.57,163.29,16351813.0
313.59,315.7,312.09,315.33,24013095.0,229.34,230.03,228.52,229.91,2263365.0,164.35,166.24,164.03,166.21,17391143.0
316.27,318.74,315.0,318.67,30627564.0,230.13,231.61,229.55,230.14,5563585.0,167.41,167.4675,165.43,167.05,26200424.0
317.19,319.02,316.0,316.55,44685529.0,229.85,231.13,227.95,228.54,7037643.0,166.68,168.19,166.43,166.49,39893384.0
318.75,319.99,317.31,317.7,44852758.0,229.0,230.38,228.41,229.65,4373392.0,167.4,167.49,165.68,165.69,37346441.0
317.86,319.56,315.65,319.2899,41293070.0,229.43,229.77,227.3492,229.29,4709091.0,166.19,166.8,165.27,166.72,25894570.0
320.25,323.33,317.5188,318.33,67508467.0,229.4,229.41,226.04,226.9,5752003.0,167.51,167.53,164.45,165.04,42175214.0
310.06,311.77,304.88,308.96,35383266.0,223.7,223.9,221.11,222.34,3673968.0,161.15,163.375,160.2,162.26,22550887.0
312.6,318.4,312.19,317.76,30754951.0,223.44,225.35,223.16,223.97,2043635.0,163.78,165.755,163.073,165.46,18045860.0
324.45,327.85,321.38,324.32,49204103.0,224.75,226.4,224.31,224.51,1856667.0,167.84,168.75,165.69,168.18,26399583.0
320.65,324.09,318.75,323.8762,29239643.0,223.11,228.08,222.48,227.93,2549891.0,174.025,174.05,170.79,172.74,46786619.0
320.95,322.68,308.29,309.33,46153891.0,226.49,226.97,223.43,224.16,2741214.0,172.36,172.4,169.58,170.17,30721335.0
304.3,313.49,302.22,308.71,40308612.0,225.48,226.32,223.0,223.43,2568385.0,170.43,174.5,170.4,174.39,24512662.0
315.31,319.64,313.6345,318.86,30865583.0,226.15,226.94,224.79,225.07,3002656.0,177.13,180.64,176.31,180.13,31785900.0
323.52,324.76,318.95,321.58,27021726.0,226.91,228.68,226.75,228.68,2649859.0,184.03,184.2,178.4101,179.94,34336157.0
322.57,325.22,320.2648,325.21,23365266.0,229.56,230.08,228.53,229.56,2310622.0,180.97,183.8199,180.059,183.64,24058973.0
322.37,323.4,318.0,320.04,26686552.0,227.91,228.62,226.67,227.4,2069895.0,182.845,185.63,182.48,183.95,26102395.0
314.18,321.54,313.85,321.54,23748626.0,227.17,227.7503,225.13,227.11,2248750.0,183.58,188.84,183.25,188.74,28613696.0
323.6,323.9,318.71,319.61,21422946.0,228.59,228.59,227.02,227.33,2144263.0,190.65,190.7,183.5,184.44,50542643.0
321.62,327.21,321.47,327.2,24425223.0,227.6,228.84,226.91,227.46,2743038.0,185.58,185.85,181.85,184.72,41959355.0
324.19,326.22,323.35,324.91,21088852.0,226.53,227.4,226.1,226.51,1917679.0,183.08,186.23,182.872,183.76,32321759.0
324.74,325.98,322.85,324.94,17502899.0,226.49,227.14,225.52,226.74,1978647.0,183.25,185.41,182.65,185.35,19699788.0
315.36,319.75,314.61,319.0,34217504.0,226.39,227.38,225.27,226.83,2670514.0,185.605,187.7,184.34,187.22,25137072.0
320.0,324.57,320.0,323.62,19967302.0,227.68,229.71,226.93,229.26,2478223.0,188.06,188.18,186.47,187.28,23031417.0
322.55,324.65,318.21,320.3,22475725.0,229.76,229.79,227.15,228.2,3144052.0,186.95,187.25,181.1,184.33,32176334.0
318.62,320.45,310.5,313.03,29434253.0,227.53,230.07,227.02,229.2,3160881.0,183.17,183.5,177.25,178.56,44757149.0
297.26,304.18,289.23,298.17,49427633.0,221.31,223.94,220.33,221.7,6938989.0,167.77,174.55,163.23,170.88,61441188.0
300.95,302.53,286.13,288.08,52521891.0,222.2,223.24,216.76,218.09,6865018.0,174.2,174.84,167.6462,168.05,58615017.0
286.53,297.88,286.5,292.69,46094168.0,219.65,220.63,215.94,216.06,5533513.0,169.71,173.26,168.21,170.16,49097842.0
281.1,286.0,272.96,273.04,72477356.0,212.9,214.38,207.28,207.35,8327305.0,163.37,167.03,157.98,158.0,82876439.0
257.26,278.41,256.37,274.64,96710951.0,201.92,206.44,199.68,206.13,12096278.0,152.41,163.71,152.0,162.11,85148699.0
282.28,301.44,277.72,298.82,78891672.0,207.25,218.8,204.4339,218.19,7810425.0,165.31,172.92,162.31,172.85,59743368.0
303.67,304.0,285.8,289.31,74214898.0,217.39,218.15,206.2,208.77,7831366.0,173.8,175.0,162.26,164.38,62650846.0
296.44,303.4,293.13,302.76,49969205.0,212.14,218.34,209.26,217.8,5538906.0,168.48,170.7,165.62,170.54,41535592.0
295.52,299.55,291.41,292.92,42089988.0,212.55,212.75,207.01,209.35,5868721.0,166.1,170.87,165.69,166.24,55003134.0
282.0,290.82,281.23,288.98,51462221.0,203.48,207.41,202.35,206.03,7669973.0,162.61,163.11,156.0,161.57,64129134.0
263.75,278.09,263.0,266.09,131779754.0,195.0,198.479,192.26,192.94,12071124.0,150.91,157.75,150.0,150.62,62771037.0
277.14,286.44,269.37,285.69,65679929.0,201.35,202.86,195.0517,202.78,8762134.0,158.04,161.03,152.58,161.03,56396588.0
277.39,281.22,271.86,275.3,58216000.0,197.32,198.13,192.88,194.68,8167612.0,157.34,157.7,151.15,153.56,100064575.0
255.94,270.0,248.0,248.0,96606887.0,183.6,187.6699,175.0,175.61,19186990.0,145.3,153.47,138.58,138.76,81747972.0
264.89,279.92,252.95,278.06,83319113.0,187.45,196.5,178.41,196.4,12305516.0,147.5,161.91,140.73,158.85,78011808.0
241.95,259.08,240.0,241.47,74222204.0,174.0,188.38,173.62,177.6101,11759549.0,140.0,149.35,135.0,135.4144,155635716.0
247.51,257.61,238.4,252.85,151273870.0,181.88,187.81,177.0,187.66,13318983.0,140.0,147.4998,135.0,146.57,72989148.0
239.77,250.0,237.12,249.0,62337123.0,177.29,181.39,167.0,172.44,13619446.0,138.0,146.0,135.02,142.13,66828849.0
247.385,252.84,242.61,244.78,61569852.0,170.21,176.18,166.0,174.68,11007692.0,142.77,150.15,139.0,142.67,143007530.0
247.18,251.83,228.0,228.74,83656772.0,176.3,177.18,167.2945,169.7,13767530.0,146.01,147.1,135.86,136.77,79911281.0
228.08,228.4997,212.61,223.43,77575565.0,165.3,166.69,159.5,161.69,14557444.0,137.01,140.57,132.52,135.56,70948783.0
236.36,247.69,234.3,246.88,64013339.0,170.91,179.14,169.53,178.01,12150426.0,143.75,149.6,141.27,148.34,71620681.0
250.82,258.25,244.3,245.465,67944382.0,180.01,189.07,175.17,179.6,11909106.0,148.91,154.33,144.44,146.85,65917270.0
246.52,258.68,246.36,258.48,54641901.0,181.29,184.96,179.59,183.45,11084296.0,148.4,156.66,148.37,156.11,53636552.0
252.75,255.87,247.05,247.62,45641532.0,178.5,184.24,176.72,179.57,7936361.0,151.75,154.89,149.2,149.61,48247560.0
250.74,255.52,249.4,254.79,37524398.0,180.04,184.11,178.0,183.31,6367059.0,152.44,160.6,150.01,160.3,113344210.0
255.6,262.49,252.0,254.3,41083385.0,182.05,186.17,180.57,182.83,7252905.0,159.44,164.78,156.56,157.64,66265405.0
246.5,248.72,239.13,240.76,39826068.0,176.18,178.67,174.19,176.0,7376479.0,153.0,157.75,150.82,151.94,51267295.0
240.34,245.15,236.9,244.93,75974814.0,175.0,180.31,174.225,179.85,6255168.0,151.86,155.48,150.36,155.26,44283455.0
242.8,245.7,238.9741,241.43,29119767.0,178.59,180.22,175.44,178.33,5306949.0,155.1,157.38,152.19,153.8201,36820781.0
250.9,263.11,249.38,262.285,43802547.0,184.61,186.38,180.49,184.97,7788894.0,160.17,166.5,157.58,165.27,110309126.0
270.8,271.7,259.0,259.385,47214898.0,191.99,192.0,184.9,184.9,6564952.0,169.59,170.0,163.26,163.49,113427660.0
263.1,267.37,261.23,266.04,35439096.0,186.87,191.42,185.14,190.9,4692015.0,165.67,166.64,163.5,165.11,42577360.0
268.7,270.07,264.7,267.96,37508554.0,194.0,197.23,191.45,193.84,8304578.0,166.36,167.37,163.33,165.19,45817799.0
268.31,273.7,265.83,273.23,30530102.0,193.85,193.85,186.08,188.75,6561174.0,164.35,165.57,162.3,165.51,74408746.0
280.0,288.25,278.05,287.07,88126631.0,193.32,194.16,190.82,192.94,6135706.0,169.0,173.75,168.0,173.7,92927769.0
282.4,286.33,280.63,284.45,54896950.0,188.56,189.59,187.47,188.78,4987016.0,171.2,173.57,169.24,171.94,105538921.0
287.38,288.1975,282.3502,286.72,103289014.0,188.9,188.99,185.8,187.76,5113068.0,174.3,177.28,172.9,177.07,167649296.0
284.69,286.945,276.86,282.74,189543675.0,192.89,192.9,189.02,191.2,7450947.0,179.5,180.0,175.87,178.6,132389675.0
277.95,281.68,276.85,276.85,86952157.0,188.72,189.35,187.3,188.74,5763396.0,176.63,178.75,174.99,174.99,95940393.0
276.28,277.25,265.43,268.36,120805673.0,184.17,185.78,183.28,183.42,5231313.0,173.5,173.6699,166.1102,167.67,197600120.0
273.61,277.58,272.2,276.67,94158975.0,186.46,187.37,185.34,186.83,3928276.0,171.39,173.95,170.82,173.575,77978617.0
275.87,281.75,274.87,274.87,55290604.0,186.99,187.35,184.5,185.59,5576476.0,174.11,175.06,170.91,171.43,113212881.0
277.2,283.01,277.0,282.95,83689194.0,187.08,187.28,184.42,186.53,4300881.0,172.06,174.56,170.71,174.54,85348035.0
281.8,284.54,279.95,283.25,52652760.0,187.78,189.37,186.35,187.4,5355347.0,176.59,176.9,173.3,174.03,58799715.0
285.08,285.83,278.2,278.57,24567863.0,190.54,191.0,187.0,187.08,5332783.0,175.59,175.67,169.39,169.79,29678984.0
284.73,289.67,283.89,287.83,57520384.0,190.64,192.68,188.93,189.0,6535952.0,173.22,177.68,171.88,177.3,39984236.0
289.96,294.53,288.35,293.99,34380486.0,188.3,189.87,186.71,187.34,6484595.0,180.0,180.4,176.23,179.22,89953339.0
286.25,299.0,285.85,289.07,112571771.0,185.21,185.89,181.64,182.785,6597910.0,175.8,178.64,174.01,174.5,33950716.0
289.17,293.69,286.3172,293.17,31026388.0,179.78,180.36,176.3401,177.99,8597143.0,174.49,179.0,173.8,178.84,53648238.0
295.06,301.0,294.46,297.78,68730265.0,180.045,180.23,175.93,175.96,8498226.0,180.62,183.65,179.9,180.76,33345354.0
300.46,303.24,298.87,300.5,33168366.0,176.94,177.04,172.34,172.5,7962995.0,182.08,184.2,181.6306,182.49,58901458.0
303.22,305.17,301.97,303.75,52106578.0,173.4,175.38,173.05,173.63,5942967.0,184.17,186.5,182.58,183.6078,48490207.0
305.64,310.29,304.29,310.1484,30509246.0,176.71,177.26,174.28,176.77,5262540.0,184.9797,185.0,183.36,184.68,25074514.0
308.1,317.05,307.24,315.005,34252219.0,175.23,175.96,173.61,174.57,7360360.0,183.15,187.51,182.85,186.65,50846893.0
317.83,319.688,310.91,311.51,72568708.0,175.2,175.7149,172.73,172.81,5890198.0,186.8,187.04,182.35,182.38,25981524.0
312.15,315.95,303.21,307.68,46896514.0,172.0,172.61,169.44,170.56,9637200.0,182.55,184.05,176.54,179.78,77983499.0
304.51,309.79,301.53,309.7,36192573.0,168.8,171.4,167.0401,171.0,6437668.0,177.54,180.69,175.68,180.61,67951569.0
300.35,307.9,300.21,307.74,38430814.0,169.82,170.66,168.52,169.48,4826708.0,179.06,187.06,177.0,183.39,73296528.0
313.17,316.5,310.3241,314.89,58756477.0,174.0,176.87,172.3091,175.46,6698433.0,185.75,186.2,183.96,184.9,30231512.0
315.03,318.52,313.01,313.01,23453139.0,174.12,174.87,172.34,172.48,5154115.0,185.03,186.59,183.49,183.5,23888140.0
316.68,319.52,316.2,319.16,49657449.0,174.61,176.87,174.29,176.12,4902302.0,184.81,185.85,183.94,185.66,51732326.0
318.66,320.89,315.87,317.04,46099960.0,175.74,176.65,174.47,174.95,3650027.0,185.4,186.67,183.3,183.49,25273422.0
315.77,319.23,315.35,318.89,37592751.0,174.86,175.12,173.21,175.0,3134463.0,183.19,184.46,182.54,183.51,18361237.0
323.5,324.24,316.5,316.84,27609402.0,179.99,181.69,178.68,180.44,6362191.0,186.34,186.5,181.1,181.56,28773423.0
316.14,318.71,313.09,318.08,24944652.0,184.665,185.98,183.8,185.74,6709837.0,180.2,181.9877,176.6,181.81,34654683.0
316.77,323.44,315.63,318.15,28935286.0,187.24,187.28,183.92,185.19,5254254.0,180.74,184.1474,180.38,181.27,54218236.0
319.25,321.15,316.47,318.76,56248101.0,183.08,185.87,182.53,185.58,5796251.0,182.73,184.27,180.41,183.96,29098645.0
317.75,322.35,317.21,321.76,37704502.0,185.53,185.71,183.185,183.84,5293455.0,182.54,183.0,181.46,182.86,20137325.0
320.745,323.44,318.93,323.42,37968664.0,183.99,186.44,183.99,186.0,4397949.0,184.25,185.0,181.35,185.0,50070219.0
324.66,326.1,322.3,325.09,45506089.0,188.75,191.62,187.81,190.8,5834753.0,184.815,185.94,183.58,185.36,22722209.0
324.39,325.62,320.78,322.25,38930216.0,190.41,192.11,189.69,192.05,5215691.0,184.3,185.84,182.3,182.95,49455619.0
323.35,331.75,323.23,331.54,29572650.0,197.88,201.49,196.22,200.53,9172575.0,182.62,187.73,182.01,187.5,66044279.0
330.25,333.5,327.32,333.4402,20899464.0,202.34,203.33,199.56,201.6,5731229.0,185.94,188.55,184.44,188.47,52985040.0
332.14,345.61,332.01,344.32,66753163.0,197.15,198.79,195.83,196.07,6657550.0,188.0,190.7,187.2605,190.07,51414137.0
347.9,354.77,346.09,352.78,76721048.0,195.85,196.34,191.37,191.38,6401592.0,191.125,198.52,191.01,196.82,39155761.0
349.31,351.06,335.59,336.08,44058913.0,185.0,186.9296,177.93,178.16,14005882.0,193.13,195.76,186.24,186.47,88735679.0
344.72,347.8,337.63,337.655,26008570.0,184.02,184.02,178.84,178.895,2745876.0,190.54,191.72,188.13,188.14,10546675.0
333.25,344.8,332.58,342.99,62285020.0,177.0,181.7699,176.05,181.68,7343637.0,184.58,190.82,184.01,189.09,27287668.0
351.46,353.2,344.72,352.26,36742302.0,186.55,186.7,179.75,182.5,8646150.0,192.89,195.58,191.46,193.67,34909883.0
355.15,355.4,351.09,351.2438,50170970.0,183.03,183.15,180.11,180.85,5230360.0,195.03,196.32,193.69,194.2,21175962.0
351.41,353.45,349.22,351.59,21375772.0,179.9,181.36,179.04,180.75,4057539.0,194.0,196.49,194.0,196.32,37860859.0
354.635,356.56,345.15,349.55,90845598.0,183.5,183.88,179.01,179.74,7451321.0,198.59,199.29,194.37,195.03,69471150.0
351.34,359.46,351.15,358.93,30774156.0,179.55,180.5,178.87,180.17,4748825.0,195.79,200.76,195.2301,200.58,26905040.0
364.0,372.37,362.2701,366.37,50255788.0,181.87,182.39,180.4,181.05,4930036.0,202.09,203.95,201.425,201.889,27611231.0
365.0,368.79,358.52,360.06,44983139.0,179.61,179.65,177.26,177.57,7168962.0,201.6043,203.25,196.56,197.84,30960564.0
360.7,365.0,357.57,364.88,32015338.0,176.58,179.7195,176.06,178.8,5736613.0,197.8,200.61,195.4675,200.36,23934120.0
364.41,365.32,353.02,353.69,41255839.0,176.71,178.7,174.63,175.57,9639765.0,199.73,199.89,194.88,196.33,38210230.0
353.25,362.1736,351.28,362.0,29154717.0,175.9,177.17,175.33,177.17,4556308.0,195.78,198.53,193.55,198.5,22635986.0
360.08,365.98,360.0,364.6,28884259.0,176.75,179.12,176.51,178.4,5178743.0,197.8816,204.4,197.74,203.5,26157887.0
365.12,367.36,363.91,364.01,25429807.0,178.41,180.45,177.34,178.1,4062145.0,203.14,206.35,201.77,204.66,26758698.0
367.85,370.47,363.65,364.12,25332853.0,180.45,180.94,178.24,178.82,4130244.0,205.68,208.02,205.0,206.21,25117323.0
