AAPL,AAPL,AAPL,AAPL,AAPL,BRK.B,BRK.B,BRK.B,BRK.B,BRK.B,MSFT,MSFT,MSFT,MSFT,MSFT
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
179.1,180.48,178.16,178.34,32686808.0,212.0,213.13,209.65,209.68,3907515.0,95.74,95.84,94.21,94.21,20722143.0
179.33,180.615,178.05,178.13,26337414.0,211.0,211.535,200.47,207.04,3233550.0,94.8,95.705,93.63,93.77,20457129.0
178.54,179.775,172.66,174.95,41423985.0,206.82,208.5699,200.28,201.43,4539041.0,93.94,94.57,91.84,92.84,29498871.0
172.8,176.3,172.45,176.28,31779596.0,199.98,201.974,198.98,201.27,3539679.0,91.58,93.15,90.86,93.04,25430376.0
175.21,177.74,174.52,176.83,22661785.0,199.6,204.1256,199.12,203.26,2739446.0,92.44,94.27,92.26,93.64,18284476.0
177.91,178.25,176.13,176.68,19589517.0,204.86,204.86,202.37,204.51,2128053.0,94.34,94.49,92.941,93.32,17463097.0
175.15,175.85,174.27,175.02,25064495.0,202.35,204.83,201.75,204.3448,2386460.0,93.13,93.9406,92.43,93.86,20628659.0
175.48,177.12,175.07,176.95,19424129.0,204.32,205.49,203.03,205.25,1976140.0,94.27,95.1,93.765,94.43,20278411.0
177.96,180.0,177.39,179.96,25304044.0,206.75,213.24,206.25,212.92,3737491.0,95.25,96.54,95.0,96.54,30019964.0
180.29,182.39,180.21,181.73,27713861.0,213.3,213.36,211.24,212.0,2997336.0,96.57,97.21,96.04,96.76,18323377.0
182.57,183.5,179.24,179.95,26591337.0,212.69,213.04,208.8,209.17,3189829.0,97.04,97.24,93.97,94.42,28445957.0
180.32,180.52,177.81,178.485,24683076.0,210.4,210.4,206.23,207.0,2566343.0,95.12,95.41,93.5,93.85,23749059.0
178.5,180.24,178.0701,178.65,18598941.0,208.29,209.32,207.61,207.82,2015644.0,93.53,94.58,92.83,94.18,21839469.0
178.61,179.12,177.62,177.89,22076737.0,208.56,208.97,206.46,206.59,3295603.0,94.69,95.38,93.92,94.49,30567501.0
177.37,177.47,173.66,175.32,26080445.0,206.87,207.06,202.64,203.93,2767021.0,93.74,93.96,92.11,92.96,25643612.0
175.24,176.8,174.94,175.25,15303553.0,204.25,205.6,203.8,204.8,1796650.0,93.05,93.77,93.0,93.14,16733177.0
175.04,175.09,171.26,171.27,29835499.0,205.38,207.27,204.0,204.85,2009574.0,92.93,94.05,92.21,92.48,19375273.0
170.0,172.68,168.6,168.75,34791308.0,203.18,203.19,196.99,197.64,4789262.0,91.3,91.75,89.66,89.8,30929336.0
168.39,169.92,164.94,164.96,32035770.0,198.0,198.29,191.87,192.35,4813082.0,89.5,90.46,87.08,87.13,32580212.0
168.07,173.1,166.44,172.76,27980655.0,196.9,199.57,195.0801,199.32,3610070.0,90.61,94.0,90.4,93.77,44191077.0
173.69,175.15,166.92,168.35,32610401.0,200.48,201.44,194.44,196.12,3247714.0,94.94,95.139,88.51,89.48,44401091.0
167.25,170.02,165.19,166.48,32621496.0,196.17,198.72,193.78,196.58,3114344.0,89.8,91.23,88.873,89.38,44401426.0
167.805,171.75,166.9,167.91,25762606.0,198.08,201.01,197.33,199.51,2812678.0,90.18,92.29,88.4,91.25,34220309.0
167.88,168.94,164.47,166.68,30080214.0,199.01,199.61,192.02,194.95,3841721.0,90.47,90.88,87.51,88.67,37931104.0
167.64,168.7455,164.88,168.39,23608807.0,196.0,198.24,193.91,197.95,2798942.0,89.575,90.05,87.89,89.72,28700911.0
164.88,172.01,164.77,171.58,27468450.0,194.04,200.53,194.0,200.11,2836857.0,87.91,92.76,87.73,92.27,28793052.0
172.58,174.2304,172.08,172.78,21288394.0,201.17,202.77,200.27,200.82,3058710.0,92.63,93.065,91.4,92.38,22595556.0
170.97,172.48,168.2,168.35,26793087.0,199.7,199.85,193.74,195.49,3740765.0,91.49,92.46,89.48,90.22,27856851.0
169.88,173.09,169.845,170.06,22345042.0,196.73,198.63,194.95,195.42,2467200.0,91.03,93.17,90.62,90.78,22503069.0
173.0,174.0,171.53,173.25,23471241.0,198.16,199.7,197.05,197.88,2142240.0,92.36,93.28,91.64,92.89,20884258.0
172.23,173.9232,171.7,172.44,18090913.0,196.6,197.04,194.92,195.26,2194629.0,92.03,93.29,91.48,91.87,20066252.0
173.41,175.0,173.04,174.16,18783496.0,196.5,199.6,196.29,198.16,2403684.0,92.54,94.16,92.43,93.6,20097822.0
174.76,175.84,173.85,174.73,18387042.0,199.6,199.85,196.0,197.0,2217647.0,94.06,94.18,92.44,93.08,17836388.0
175.0301,176.19,174.8301,175.82,18011687.0,198.65,199.95,197.55,198.26,2402900.0,94.08,94.66,93.42,94.17,15613866.0
176.49,178.9365,176.41,178.24,19446989.0,199.85,200.66,198.9,199.26,1984781.0,95.0,96.54,94.88,96.06,20537714.0
177.81,178.82,176.88,177.84,16089854.0,200.24,200.94,199.4,199.49,1992638.0,96.2,96.72,95.52,96.45,17553066.0
174.95,175.39,172.66,172.8,28152833.0,199.99,201.48,199.1999,200.38,1781012.0,96.44,97.07,95.34,96.1,18516547.0
170.595,171.2184,165.43,165.72,54178001.0,200.94,201.0,198.92,200.1,2226183.0,95.9,96.11,94.05,95.0,23489382.0
166.8348,166.92,164.09,165.25,28220229.0,200.28,200.84,198.52,199.41,1604426.0,95.7436,96.29,94.295,95.36,16063802.0
165.67,166.33,161.2201,162.94,28381103.0,199.52,200.66,195.23,196.77,2348260.0,96.242,96.47,92.41,93.08,26742490.0
162.62,165.42,162.41,163.7716,22795099.0,196.18,197.36,194.41,196.73,2071801.0,93.14,93.3,90.28,92.44,27024716.0
164.12,165.73,163.37,164.22,21898218.0,196.63,197.96,196.24,196.97,1391260.0,93.54,95.15,93.1,94.27,26009528.0
164.0,164.33,160.63,162.33,30193502.0,196.93,197.55,195.83,197.2,1316004.0,97.56,97.9,93.91,95.82,40936114.0
162.1302,167.26,161.84,165.26,32012814.0,197.39,198.1,193.62,193.62,2491311.0,96.27,96.3964,93.15,93.52,27658162.0
166.4102,169.2,165.27,169.0,36454671.0,193.76,195.3,192.75,195.07,2128022.0,93.25,95.29,92.79,94.98,26196587.0
175.225,177.75,173.8,176.62,54314549.0,195.07,195.07,192.98,193.32,2641106.0,94.96,95.17,93.19,93.51,21814017.0
175.88,177.5,174.4411,176.91,28142461.0,192.81,192.99,189.8,191.54,3433988.0,92.97,94.925,92.45,94.07,23884743.0
178.25,184.25,178.17,183.83,47736638.0,192.04,196.24,190.19,195.83,3406836.0,93.32,95.37,92.92,95.16,17424946.0
185.18,187.67,184.75,185.1,36221788.0,196.0,197.82,195.76,197.12,2679714.0,95.3,96.71,95.1,96.24,19487625.0
184.99,186.22,183.665,186.04,21645147.0,197.4,197.4,194.7,196.22,2476452.0,95.87,96.16,95.0631,95.84,17292975.0
186.58,187.4,185.22,187.24,18740306.0,197.0,200.05,196.28,199.81,2213372.0,96.0,96.94,95.05,96.83,17816878.0
187.74,190.37,187.65,190.03,23452024.0,200.43,201.29,198.92,201.02,2042732.0,97.36,97.95,97.05,97.9,14957118.0
189.49,190.06,187.45,188.59,18359973.0,200.62,202.41,198.9,199.27,2763276.0,97.69,97.87,97.04,97.71,11709534.0
189.01,189.53,187.86,188.17,14867957.0,200.0,200.65,198.66,199.14,1941399.0,97.79,98.69,97.31,98.04,14173152.0
186.78,187.07,185.1,186.44,18353467.0,198.79,198.93,196.18,197.32,2042049.0,97.45,97.85,96.34,97.32,18201383.0
186.07,188.46,186.0,188.19,15299288.0,196.86,198.38,196.4,197.84,1538342.0,97.35,97.4,96.615,97.15,13127063.0
188.0,188.91,186.36,186.99,13931428.0,197.74,197.85,196.62,197.38,1824838.0,96.76,97.5401,95.83,96.18,12055719.0
187.19,187.8102,186.13,186.29,14080351.0,197.52,197.64,195.77,196.0651,1932792.0,96.01,96.93,96.01,96.36,12584590.0
188.0,189.27,186.9106,187.61,14657411.0,197.79,198.63,197.01,197.91,1722840.0,96.95,98.01,96.8,97.64,12950760.0
188.375,188.88,186.78,187.31,10892693.0,198.02,198.89,197.18,198.13,2080643.0,97.68,98.17,97.2,97.57,10606834.0
186.35,188.5,185.76,188.45,13163973.0,197.4,197.71,194.95,195.93,2736634.0,96.63,98.73,96.32,98.72,14419679.0
188.77,188.84,186.21,188.21,15019898.0,196.06,196.26,193.9237,194.79,2061868.0,98.71,98.94,96.81,98.32,16811830.0
188.23,189.65,187.65,188.58,13702107.0,193.89,194.75,193.21,194.11,2188491.0,98.3,98.98,97.86,98.38,14109305.0
187.6,188.75,186.87,187.86,17042382.0,192.9,193.11,188.62,189.7744,5717251.0,97.84,98.88,97.23,98.01,21017668.0
187.72,188.0,186.78,187.5,14392159.0,191.9,194.9,191.33,194.11,3061246.0,98.31,99.25,97.91,98.91,17194640.0
187.25,188.23,186.14,186.88,16629099.0,194.29,194.29,191.42,191.5991,2675971.0,99.29,99.99,98.61,98.86,19619126.0
187.9912,190.26,187.75,190.23,18945563.0,192.9,193.38,191.59,192.13,2472201.0,99.24,100.86,99.17,100.76,21330002.0
191.6,193.42,191.35,191.81,21384586.0,193.0,193.41,191.25,191.51,2761896.0,101.26,101.86,100.851,101.66,22162358.0
193.065,193.94,192.36,193.31,17150795.0,191.37,191.3972,190.14,190.79,3036957.0,101.98,102.33,101.53,102.2,17212719.0
193.63,194.08,191.92,194.05,14723517.0,191.69,194.0,191.565,193.99,2668161.0,102.48,102.6,101.9,102.57,14504622.0
194.14,194.2,192.335,193.48,15194845.0,194.66,195.68,193.7461,195.52,2510312.0,102.65,102.69,100.38,100.92,20574983.0
191.17,192.0,189.77,191.48,19848900.0,195.34,196.4,194.27,196.05,2099615.0,101.0,101.95,100.54,101.63,16038948.0
191.35,191.97,190.21,191.26,14652792.0,196.3,196.74,195.22,195.38,1813965.0,101.37,101.59,100.67,101.08,14182052.0
191.385,192.611,191.15,192.25,12611787.0,195.5,195.99,194.71,195.26,1811009.0,101.1,101.4493,100.75,101.3,14010310.0
192.42,192.88,190.44,190.71,14937487.0,195.13,196.0,194.26,194.59,2199502.0,101.72,102.01,100.56,100.9,19139743.0
191.55,191.57,190.22,190.81,15777357.0,194.92,195.0,192.04,192.56,2797973.0,101.65,102.03,101.0,101.42,18240120.0
190.03,190.16,188.26,188.92,28467278.0,192.28,192.5,190.52,191.88,4523916.0,101.49,101.53,100.07,100.22,32823486.0
187.88,189.22,187.2,188.76,12508865.0,190.64,191.3599,189.91,191.07,2334768.0,100.05,101.11,99.42,100.88,18126166.0
185.26,186.33,183.45,185.77,24443783.0,190.05,191.18,189.35,190.36,2545201.0,99.59,101.0,99.5,100.88,19836211.0
186.35,187.2,185.73,186.5,15060518.0,190.47,190.89,189.2,189.43,3010769.0,101.24,102.52,101.12,101.95,19979007.0
187.25,188.35,184.94,185.47,16736811.0,189.05,189.84,187.97,188.85,3421619.0,102.08,102.46,100.88,101.15,16395234.0
185.91,186.15,184.7,184.92,12745954.0,190.0,190.48,188.66,188.91,2837565.0,100.43,100.77,99.625,100.3,19768752.0
183.4,184.92,180.73,182.18,23549810.0,188.63,188.83,185.18,186.71,3817435.0,100.0,100.11,97.3,98.39,28800200.0
182.89,186.53,182.54,184.44,18733475.0,186.52,187.62,185.78,186.33,2644421.0,98.84,100.08,98.75,99.07,19461329.0
185.2278,187.28,184.03,184.165,19664360.0,186.5,187.89,184.7459,184.82,2973306.0,99.33,100.02,97.4,97.54,22794798.0
184.1,186.21,183.8,185.51,13497782.0,185.43,187.94,185.16,187.1,2901137.0,97.41,99.11,97.26,98.63,20529720.0
186.29,187.19,182.91,182.91,14503193.0,187.75,189.28,186.29,186.73,3103050.0,98.86,99.91,98.49,98.61,17372146.0
183.82,187.3,183.42,187.15,13335802.0,185.5,188.1,185.5,187.6,2256325.0,98.1,100.06,98.0,100.02,14373905.0
187.79,187.95,183.54,183.64,10840264.0,188.46,188.73,185.72,186.11,1397700.0,100.41,100.63,98.94,99.07,11317858.0
185.26,186.41,184.28,185.38,12922262.0,187.07,187.63,186.23,187.53,2151717.0,99.5,99.92,99.0299,99.77,15256821.0
185.42,188.434,185.2,187.98,13353148.0,187.5,188.69,186.52,187.45,1626906.0,99.97,101.43,99.67,101.17,13909286.0
189.5,190.68,189.3,190.61,14632953.0,188.11,189.82,187.82,189.7,2283910.0,101.57,102.25,101.251,101.87,12523936.0
190.71,191.28,190.1801,190.35,11688121.0,189.92,190.615,189.15,189.85,1871746.0,102.0,102.51,101.86,102.06,14648780.0
188.5,189.7799,187.61,187.93,13470057.0,188.73,190.64,188.56,189.91,2433421.0,101.11,102.34,101.1,102.02,14571269.0
189.53,191.41,189.31,191.04,13311692.0,190.9,190.99,188.91,189.95,2277411.0,102.76,104.41,102.73,104.16,19553444.0
191.08,191.84,190.9,191.33,9533809.0,189.77,191.2922,189.13,190.97,1828034.0,104.37,105.6,104.09,105.42,19824163.0
191.52,192.65,190.415,190.92,11046180.0,190.95,192.23,190.7,192.0,1824497.0,105.4,105.82,104.515,104.92,15888037.0
189.75,191.87,189.2,191.47,11045518.0,192.0,192.19,190.27,190.47,2169266.0,104.61,106.5,104.32,105.95,20152551.0
191.78,191.8,189.93,190.4,10596028.0,195.5,201.4,195.35,200.46,6299651.0,105.89,106.05,104.715,105.1,22613518.0
189.7,192.55,189.69,191.97,14036840.0,200.35,200.9554,197.3,197.47,3319162.0,104.93,105.31,103.89,104.73,26334744.0
191.76,192.43,190.17,191.67,13337496.0,197.0,197.66,196.46,196.77,3007920.0,108.15,108.2,106.08,106.28,46213471.0
190.68,191.96,189.56,191.6,10880167.0,196.25,198.87,196.2001,197.81,2574904.0,106.35,108.14,106.13,107.963,23274012.0
192.45,193.6601,192.05,192.99,13299653.0,198.45,199.96,198.22,198.45,2555783.0,108.57,108.82,107.26,107.63,21178411.0
193.0602,194.85,192.43,194.82,12525375.0,198.21,198.21,196.81,197.61,2778354.0,107.92,111.15,107.6,110.82,25191275.0
194.61,195.96,193.61,194.23,14241029.0,198.27,198.99,197.28,197.46,2767117.0,110.74,111.0,109.5,109.61,23225039.0
194.99,195.19,190.1,190.98,18520705.0,198.0,198.9,197.18,197.99,2929307.0,110.18,110.18,106.14,107.67,31542661.0
191.9,192.2,189.07,189.94,15726885.0,197.8,199.91,197.8,199.18,2911802.0,107.16,107.53,104.76,105.38,28582775.0
190.34,192.14,189.34,190.58,23827866.0,199.0,199.5363,197.06,197.82,3009762.0,106.53,106.72,105.38,106.1,19386929.0
199.13,201.76,197.31,201.62,55058201.0,198.8,199.7,197.32,197.88,2552072.0,106.03,106.446,105.42,106.28,17764682.0
200.58,208.38,200.35,207.38,52607314.0,197.2,198.76,196.77,198.09,2301371.0,105.34,108.09,104.84,107.56,19808339.0
207.03,208.74,205.4803,207.98,26246694.0,198.5,200.42,198.12,200.4,3097873.0,107.73,108.05,106.82,108.03,12963551.0
208.0,209.25,207.07,209.06,20174048.0,204.89,208.11,204.62,206.22,5007817.0,107.91,108.42,107.559,108.13,10726095.0
209.32,209.5,206.76,207.11,20857548.0,207.5,209.94,207.1527,208.86,4399829.0,108.54,109.1,108.17,108.87,12807820.0
206.09,207.81,204.52,207.25,16545228.0,208.81,209.71,208.43,208.91,2466964.0,109.34,109.75,108.7599,109.48,11722803.0
207.28,209.78,207.2,208.89,18767039.0,209.0,209.65,208.72,209.0,2097068.0,109.84,110.16,109.6,109.67,10822663.0
207.36,209.1,206.67,207.55,18212953.0,207.3,207.77,205.59,206.53,2978660.0,109.25,109.69,108.38,109.01,12716916.0
207.7,210.952,207.7,208.86,21242149.0,206.63,207.01,205.04,205.17,2364785.0,109.26,109.58,108.1,108.22,13824976.0
210.155,210.56,208.26,209.76,14731443.0,205.3,206.48,204.9,205.81,1746376.0,108.56,109.75,108.04,109.57,13296106.0
209.22,210.74,208.33,210.3,22393387.0,205.01,205.4886,203.57,204.5,2307552.0,108.46,108.985,106.82,107.68,24017689.0
211.75,213.8121,211.47,213.48,21207805.0,205.39,207.62,204.6,207.57,2161635.0,108.3,108.86,107.3,107.64,14932506.0
213.44,217.95,213.16,217.61,28900675.0,207.57,208.47,206.92,208.14,1720131.0,107.37,107.9,106.69,107.58,14381665.0
218.1,219.18,215.11,215.45,23264202.0,208.43,209.535,207.83,208.44,1586683.0,107.51,107.9,106.48,106.87,12730179.0
216.8,217.19,214.025,215.06,20519450.0,208.81,209.35,208.1,208.36,1565055.0,106.92,107.35,105.85,105.98,16314193.0
214.1,216.36,213.84,215.06,14190013.0,207.63,207.97,206.96,207.2,1515355.0,105.85,107.34,105.78,107.07,14364600.0
214.65,217.05,214.6,215.58,14354885.0,207.58,207.79,206.66,207.24,1461534.0,107.15,108.18,106.87,107.56,13516140.0
216.6,216.9,215.11,216.14,13508061.0,207.75,208.16,207.33,207.93,1251890.0,107.67,108.56,107.56,108.4,12216236.0
217.15,218.74,216.33,217.99,15634971.0,208.56,210.75,208.52,210.41,2173042.0,109.27,109.64,108.51,109.6,13781044.0
219.01,220.54,218.92,219.71,18414478.0,210.88,211.2,210.01,210.98,1720810.0,109.94,110.5,109.79,110.32,14522560.0
220.15,223.49,219.41,222.98,21467701.0,211.0,211.32,210.18,211.22,1292102.0,110.45,112.03,110.27,112.02,15968290.0
223.25,228.26,222.4,225.07,40292721.0,211.08,211.3,209.67,209.75,2603682.0,111.66,112.61,111.44,111.95,17965934.0
226.51,228.87,226.21,227.51,30059736.0,210.0,210.3,208.1,208.49,2373435.0,111.59,112.777,111.515,112.33,15537667.0
228.41,229.18,226.63,228.36,20702933.0,209.21,210.1,208.04,209.98,1482913.0,110.85,111.955,110.22,111.74,17050329.0
228.99,229.67,225.1,226.87,25898450.0,209.81,212.46,209.49,212.27,2170183.0,111.02,111.42,108.1,108.51,25448481.0
226.23,227.35,221.3,223.12,27250729.0,211.6,213.4,211.57,212.9,2282593.0,108.56,108.99,107.51,108.75,17497579.0
221.85,225.37,220.71,221.42,29596507.0,212.5,214.47,212.5,214.08,2642550.0,108.23,108.7248,107.23,108.29,17103046.0
220.96,221.85,216.47,218.3402,29370268.0,215.0,216.27,214.42,215.15,2675637.0,108.85,109.64,108.36,109.44,13283232.0
218.01,224.299,216.56,223.86,27700011.0,214.04,215.87,212.76,215.17,2429500.0,108.96,111.59,108.89,111.26,17785222.0
224.94,225.0,219.84,221.06,39249350.0,214.54,215.43,214.15,214.61,1854669.0,111.43,111.85,110.51,111.67,13746168.0
223.52,228.35,222.57,226.4,31575373.0,215.13,215.42,214.17,214.86,1845165.0,112.12,113.725,112.12,112.91,18563911.0
225.75,226.84,222.522,223.64,23562371.0,215.5,216.5,215.3,216.365,2006269.0,113.36,113.73,112.44,113.35,14048905.0
222.15,222.95,217.27,217.89,28375627.0,216.99,217.13,215.7329,216.46,1922096.0,113.69,113.7,111.86,112.18,14823159.0
217.79,221.85,217.12,218.24,24147467.0,216.3,218.5,216.3,218.32,2217710.0,112.07,113.695,111.72,113.22,15934532.0
218.5,219.62,215.3,218.34,20793048.0,218.22,221.32,217.8,220.97,2695563.0,113.05,113.32,111.035,111.7,16564670.0
220.32,222.28,219.15,220.04,19407352.0,221.78,223.0,221.3,221.77,3156528.0,112.29,113.8,111.93,113.58,17279376.0
220.57,221.36,217.29,217.655,35567117.0,222.13,222.69,220.13,220.57,4998093.0,113.95,115.29,113.51,114.81,36610369.0
216.82,221.26,216.63,220.79,19526076.0,220.48,220.68,217.91,218.11,2401625.0,113.02,114.9,112.2175,114.67,18538910.0
219.75,222.82,219.7,222.19,15917628.0,218.43,218.98,217.41,218.06,2045298.0,114.8,115.1,113.75,114.46,14827820.0
221.0,223.75,219.76,220.51,17135872.0,218.05,218.42,215.77,216.35,2810957.0,114.47,115.055,113.74,114.13,14168453.0
223.79,226.44,223.54,225.09,21761696.0,216.74,217.6772,215.23,216.72,1913127.0,114.78,114.91,114.2,114.44,11768376.0
224.79,225.84,224.02,225.76,15106196.0,216.38,216.38,213.86,214.11,2618452.0,114.19,114.57,113.68,114.49,12954086.0
227.95,229.42,226.35,227.27,16337487.0,215.92,216.1351,213.94,214.78,2034530.0,114.75,115.68,114.73,115.59,13558420.0
227.25,230.0,226.63,229.29,18374731.0,214.43,215.54,214.04,215.23,1678931.0,115.3,115.84,114.44,115.14,13280802.0
230.05,233.47,229.78,232.1,21649962.0,215.75,217.78,215.5,216.51,2275858.0,115.42,116.18,114.93,115.16,12591201.0
230.78,232.35,226.73,227.99,23764631.0,216.43,219.0,216.36,218.92,2621797.0,114.68,114.7588,111.63,112.85,26953316.0
227.96,228.41,220.58,224.26,25806520.0,219.49,220.4,218.69,219.46,2932930.0,112.63,113.17,110.64,112.12,23070151.0
222.21,224.8,220.2,223.76,21084112.0,219.16,222.76,219.02,222.34,3633404.0,111.73,112.03,109.34,110.86,22739108.0
223.63,227.27,222.2462,226.87,19672102.0,221.6081,223.94,221.01,223.74,3214470.0,111.14,113.08,110.8,112.26,20674609.0
225.46,226.35,216.05,216.39,29815295.0,224.0,224.07,212.54,213.15,5712297.0,111.2,111.5,105.79,106.26,47382384.0
214.52,219.5,212.32,214.45,38787008.0,209.9,211.09,203.28,205.18,6023977.0,105.23,108.93,104.2,105.92,50883866.0
220.42,222.88,216.84,222.11,28354162.0,210.04,210.6,203.995,206.7,3747655.0,109.02,110.01,107.12,109.54,35626400.0
221.16,221.83,217.27,217.28,22403259.0,207.46,207.46,204.67,204.99,2441622.0,108.93,109.48,106.9468,107.54,23908246.0
218.93,222.99,216.7627,222.13,21865043.0,206.67,210.78,205.92,209.7,2631260.0,109.6,111.41,108.95,110.89,23597531.0
222.3,222.64,219.34,221.2,16169647.0,209.83,211.67,207.31,210.52,1958679.0,111.69,111.81,109.5482,110.72,19949245.0
217.86,219.74,213.0,216.12,23483746.0,210.0,211.27,207.32,208.79,2007563.0,110.13,110.53,107.83,108.51,24073535.0
219.16,221.26,217.43,219.3,23788682.0,208.36,210.75,207.7964,209.72,2994023.0,109.51,110.86,108.21,108.55,24632864.0
219.79,223.36,218.94,220.59,23781840.0,210.77,210.77,206.03,206.09,1881082.0,109.32,110.54,108.24,109.63,20413784.0
215.83,223.25,214.7,222.9,36787089.0,203.1,205.25,201.88,203.87,3237144.0,107.6,108.97,105.11,108.11,35482036.0
222.6,224.23,214.54,215.06,36197804.0,202.77,203.69,199.57,199.97,3025423.0,108.4,108.49,101.5901,102.38,46696699.0
217.71,222.44,216.75,219.85,22758164.0,200.73,203.43,200.14,201.92,3062906.0,106.58,109.27,106.15,108.3,48847609.0
215.9,220.19,212.67,216.03,41258595.0,199.01,200.69,197.29,198.31,4348503.0,105.55,108.75,104.76,106.96,43200754.0
219.255,219.69,206.09,212.55,36069395.0,201.23,203.612,197.93,200.05,3340638.0,108.01,108.7,101.63,104.09,44852738.0
211.15,215.18,209.27,213.33,29704603.0,199.65,203.76,198.7,203.46,3414053.0,103.66,104.38,100.11,103.75,55117624.0
216.88,220.45,216.62,218.75,31900983.0,205.21,208.07,204.5,205.22,3216204.0,105.42,108.14,105.39,106.79,37988289.0
219.07,222.36,216.81,222.05,40261246.0,205.6,206.28,204.32,205.83,2656261.0,107.08,107.32,105.53,105.91,26202582.0
209.55,213.89,205.43,206.14,82917876.0,207.5,208.705,203.39,205.76,3030528.0,106.43,107.32,104.975,106.15,28930155.0
204.3,204.39,198.17,201.59,51670747.0,213.51,217.51,212.96,216.32,5456811.0,106.38,107.74,105.9,107.49,22902124.0
201.92,204.72,201.69,203.78,27934956.0,216.75,218.57,216.4644,218.39,3308113.0,107.38,108.84,106.28,107.71,18994437.0
205.89,210.01,204.13,209.91,26705827.0,219.99,221.55,217.561,221.06,3201478.0,109.44,112.24,109.4,111.96,30323142.0
209.94,210.12,206.75,208.49,19216333.0,221.24,223.52,220.55,222.42,2659677.0,111.79,112.21,110.91,111.79,20673762.0
205.55,206.01,202.25,204.47,23852926.0,221.67,221.99,218.3,219.54,2294622.0,110.9,111.45,108.76,109.53,23853962.0
198.9,199.85,193.79,194.2,40614690.0,219.96,220.185,215.0,215.59,2263734.0,109.42,109.96,106.1,106.92,26430647.0
191.63,197.18,191.4501,192.23,35553485.0,215.61,219.15,215.18,217.87,2736385.0,107.55,108.74,106.64,106.94,27177181.0
193.9,194.48,185.93,186.76,57202350.0,219.5,220.72,213.8,216.15,3423794.0,108.1,108.26,104.47,105.01,34753354.0
188.39,193.99,186.9,191.5,42306727.0,214.83,217.57,212.14,217.57,3304206.0,104.99,107.8,103.91,107.38,30691584.0
190.5,194.9695,189.46,193.58,34044307.0,217.0,220.5,215.46,218.5,3216348.0,107.08,108.88,106.8,108.37,29237612.0
190.0,190.7,184.99,185.85,37092706.0,218.28,218.73,215.26,217.9192,3351309.0,108.27,108.56,103.55,104.6,38787859.0
178.37,181.47,175.51,177.01,63109179.0,215.31,215.99,210.42,210.43,5438867.0,101.76,104.62,99.3528,101.71,52775068.0
179.73,180.27,176.55,176.82,27395649.0,211.3,213.74,210.53,210.82,2371513.0,103.6,104.43,101.71,103.08,25090358.0
174.94,176.595,172.1,172.25,21939557.0,209.25,209.99,207.03,207.08,1931392.0,102.17,103.8099,102.0,103.02,11513266.0
174.24,174.95,170.26,174.58,40367186.0,209.2999,210.9447,208.64,210.61,2835323.0,104.79,106.63,104.58,106.5,28004620.0
171.51,174.77,170.88,174.245,37132335.0,209.82,212.84,209.51,212.55,2838128.0,106.27,107.33,105.36,107.2,25435800.0
176.73,181.29,174.93,180.96,42264101.0,213.0,217.64,212.44,217.63,2979870.0,107.89,111.33,107.86,111.13,41279080.0
182.66,182.8,177.7,179.55,38797596.0,215.85,219.3799,215.8,217.7,3256602.0,110.33,111.115,109.03,110.2,24726368.0
180.29,180.33,177.03,178.6,28559844.0,217.23,219.0836,216.93,217.95,3129777.0,110.7,110.97,109.36,110.89,23684552.0
184.46,184.94,181.21,184.93,35606774.0,221.98,223.586,218.9523,220.75,4224744.0,113.0,113.42,110.73,112.09,29289900.0
180.95,182.3899,176.27,176.67,35659368.0,220.13,220.2799,209.71,210.08,5901701.0,111.94,112.6373,108.2115,108.5,35555672.0
171.76,174.78,170.42,174.77,38911135.0,207.05,208.12,202.92,207.98,6851379.0,105.82,109.24,105.0,109.19,42565498.0
173.49,174.49,168.3,168.38,37358874.0,208.14,210.8481,203.5678,204.85,4196210.0,108.38,109.45,104.3,104.78,38132100.0
165.0,170.09,163.33,169.61,57206552.0,204.1,204.74,198.49,203.1,5003616.0,104.8,107.98,103.89,107.56,35397587.0
171.66,171.79,167.0,168.67,41305424.0,206.12,206.89,200.51,202.24,3219540.0,109.8,110.95,107.44,108.66,39159096.0
170.4,171.92,169.02,169.04,30803351.0,205.0,205.59,202.28,202.47,2904514.0,110.89,111.27,109.04,109.08,29976735.0
170.49,172.57,169.22,170.82,29424166.0,202.0,203.555,201.51,202.34,3578704.0,109.58,110.87,108.63,109.35,26137509.0
169.0,169.08,165.28,165.4,36692953.0,200.96,201.75,199.58,200.17,3958335.0,108.25,109.26,105.5,106.02,40456740.0
165.45,168.35,162.73,163.97,37985427.0,199.77,202.2,197.1,197.92,4767231.0,105.41,105.8,101.71,102.93,42274046.0
165.38,167.53,164.39,165.87,29845988.0,199.645,200.34,194.44,196.46,5193555.0,103.75,104.51,102.52,103.94,37008892.0
166.0,167.45,158.7,160.76,41382586.0,196.51,201.31,193.33,195.14,5269778.0,103.65,106.88,101.35,103.71,54251060.0
160.4,162.11,155.3,156.84,58947341.0,194.01,195.37,191.11,193.58,6850976.0,103.05,104.31,98.78,101.42,58498110.0
156.86,158.16,149.63,150.85,72723677.0,192.22,197.8,191.57,192.05,9157709.0,101.63,103.0,97.46,98.07,85771956.0
148.15,151.55,146.44,146.62,34312501.0,190.7,191.64,187.11,187.87,4405342.0,97.68,97.97,94.0,94.04,40122880.0
